id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
3739,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3740,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3741,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v50),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3742,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v50),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3743,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3744,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3745,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3746,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3747,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3748,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3749,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3750,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3751,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v55),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3752,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v55),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3753,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3754,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3755,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3756,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3757,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3758,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3759,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3760,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3761,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v60),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3762,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v60),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3763,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3764,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3765,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3766,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3767,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3768,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3769,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3770,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3771,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v65),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3772,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v65),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3773,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3774,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3775,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3776,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3777,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3778,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3779,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3780,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3781,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v70),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3782,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v70),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3783,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3784,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3785,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3786,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3787,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3788,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3789,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3790,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3791,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v75),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3792,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v75),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3793,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3794,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3795,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3796,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3797,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3798,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3799,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3800,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3801,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v80),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3802,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v80),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3803,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3804,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3805,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3806,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3807,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3808,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3809,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ?,Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3810,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ?,BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
3811,Quel algorithme permet de trouver le plus court chemin dans un graphe pondéré sans arêtes négatives ? (v85),Dijkstra,Bellman-Ford,Floyd-Warshall,Kruskal,A,Dijkstra calcule les plus courts chemins avec poids non négatifs.,Algo - Graphes,Moyen
3812,Quel algorithme est utilisé pour rechercher dans un graphe non pondéré le plus court chemin ? (v85),BFS,DFS,Dijkstra,Prim,A,BFS trouve le plus court chemin en nombre d'arêtes.,Algo - Graphes,Moyen
